Barcode,Date of thesis,Total checkouts since 1994,,,,,,,,,,,,,,,,,,,
12676409,1973,1,,,,,,,,,,,,,,,,,,,
12677076,1973,1,,,,,,,,,,,,,,,,,,,
14145874,1973,1,,,,,,,,,,,,,,,,,,,
14184287,1973,1,,,,,,,,,,,,,,,,,,,
14476188,1973,1,,,,,,,,,,,,,,,,,,,
15168313,1973,1,,,,,,,,,,,,,,,,,,,
15239635,1973,1,,,,,,,,,,,,,,,,,,,
15471717,1973,1,,,,,,,,,,,,,,,,,,,
15472384,1973,1,,,,,,,,,,,,,,,,,,,
15689656,1973,1,,,,,,,,,,,,,,,,,,,
17282674,1973,1,,,,,,,,,,,,,,,,,,,
11737509,1973,0,,,,,,,,,,,,,,,,,,,
11740743,1973,0,,,,,,,,,,,,,,,,,,,
11741188,1973,0,,,,,,,,,,,,,,,,,,,
11741402,1973,0,,,,,,,,,,,,,,,,,,,
11741758,1973,0,,,,,,,,,,,,,,,,,,,
11745403,1973,0,,,,,,,,,,,,,,,,,,,
12110060,1973,0,,,,,,,,,,,,,,,,,,,
12110219,1973,0,,,,,,,,,,,,,,,,,,,
12111258,1973,0,,,,,,,,,,,,,,,,,,,
12111415,1973,0,,,,,,,,,,,,,,,,,,,
12118394,1973,0,,,,,,,,,,,,,,,,,,,
12119905,1973,0,,,,,,,,,,,,,,,,,,,
12120135,1973,0,,,,,,,,,,,,,,,,,,,
12120176,1973,0,,,,,,,,,,,,,,,,,,,
12123592,1973,0,,,,,,,,,,,,,,,,,,,
12128971,1973,0,,,,,,,,,,,,,,,,,,,
12151395,1973,0,,,,,,,,,,,,,,,,,,,
12295739,1973,0,,,,,,,,,,,,,,,,,,,
12332003,1973,0,,,,,,,,,,,,,,,,,,,
12343844,1973,0,,,,,,,,,,,,,,,,,,,
12355368,1973,0,,,,,,,,,,,,,,,,,,,
12355632,1973,0,,,,,,,,,,,,,,,,,,,
12515003,1973,0,,,,,,,,,,,,,,,,,,,
12525952,1973,0,,,,,,,,,,,,,,,,,,,
12526083,1973,0,,,,,,,,,,,,,,,,,,,
12526141,1973,0,,,,,,,,,,,,,,,,,,,
12526323,1973,0,,,,,,,,,,,,,,,,,,,
12541306,1973,0,,,,,,,,,,,,,,,,,,,
12553343,1973,0,,,,,,,,,,,,,,,,,,,
12553392,1973,0,,,,,,,,,,,,,,,,,,,
12553467,1973,0,,,,,,,,,,,,,,,,,,,
12554101,1973,0,,,,,,,,,,,,,,,,,,,
12556775,1973,0,,,,,,,,,,,,,,,,,,,
12556858,1973,0,,,,,,,,,,,,,,,,,,,
12556973,1973,0,,,,,,,,,,,,,,,,,,,
12561072,1973,0,,,,,,,,,,,,,,,,,,,
12561437,1973,0,,,,,,,,,,,,,,,,,,,
12562716,1973,0,,,,,,,,,,,,,,,,,,,
12562773,1973,0,,,,,,,,,,,,,,,,,,,
12563946,1973,0,,,,,,,,,,,,,,,,,,,
12564134,1973,0,,,,,,,,,,,,,,,,,,,
12564514,1973,0,,,,,,,,,,,,,,,,,,,
12565438,1973,0,,,,,,,,,,,,,,,,,,,
12565982,1973,0,,,,,,,,,,,,,,,,,,,
12574349,1973,0,,,,,,,,,,,,,,,,,,,
12582722,1973,0,,,,,,,,,,,,,,,,,,,
12582813,1973,0,,,,,,,,,,,,,,,,,,,
12590055,1973,0,,,,,,,,,,,,,,,,,,,
12590097,1973,0,,,,,,,,,,,,,,,,,,,
12590428,1973,0,,,,,,,,,,,,,,,,,,,
12590683,1973,0,,,,,,,,,,,,,,,,,,,
12595344,1973,0,,,,,,,,,,,,,,,,,,,
12595666,1973,0,,,,,,,,,,,,,,,,,,,
12599387,1973,0,,,,,,,,,,,,,,,,,,,
12600060,1973,0,,,,,,,,,,,,,,,,,,,
12600110,1973,0,,,,,,,,,,,,,,,,,,,
12600136,1973,0,,,,,,,,,,,,,,,,,,,
12600300,1973,0,,,,,,,,,,,,,,,,,,,
12603213,1973,0,,,,,,,,,,,,,,,,,,,
12604674,1973,0,,,,,,,,,,,,,,,,,,,
12604807,1973,0,,,,,,,,,,,,,,,,,,,
12605044,1973,0,,,,,,,,,,,,,,,,,,,
12605358,1973,0,,,,,,,,,,,,,,,,,,,
12605937,1973,0,,,,,,,,,,,,,,,,,,,
12606141,1973,0,,,,,,,,,,,,,,,,,,,
12606968,1973,0,,,,,,,,,,,,,,,,,,,
12612057,1973,0,,,,,,,,,,,,,,,,,,,
12615290,1973,0,,,,,,,,,,,,,,,,,,,
12616744,1973,0,,,,,,,,,,,,,,,,,,,
12616868,1973,0,,,,,,,,,,,,,,,,,,,
12618054,1973,0,,,,,,,,,,,,,,,,,,,
12619607,1973,0,,,,,,,,,,,,,,,,,,,
12619839,1973,0,,,,,,,,,,,,,,,,,,,
12625588,1973,0,,,,,,,,,,,,,,,,,,,
12625653,1973,0,,,,,,,,,,,,,,,,,,,
12637641,1973,0,,,,,,,,,,,,,,,,,,,
12637955,1973,0,,,,,,,,,,,,,,,,,,,
12639811,1973,0,,,,,,,,,,,,,,,,,,,
12640017,1973,0,,,,,,,,,,,,,,,,,,,
12640637,1973,0,,,,,,,,,,,,,,,,,,,
12651030,1973,0,,,,,,,,,,,,,,,,,,,
12651238,1973,0,,,,,,,,,,,,,,,,,,,
12651253,1973,0,,,,,,,,,,,,,,,,,,,
12651261,1973,0,,,,,,,,,,,,,,,,,,,
12651451,1973,0,,,,,,,,,,,,,,,,,,,
12652756,1973,0,,,,,,,,,,,,,,,,,,,
12652798,1973,0,,,,,,,,,,,,,,,,,,,
12658159,1973,0,,,,,,,,,,,,,,,,,,,
12658639,1973,0,,,,,,,,,,,,,,,,,,,
12661765,1973,0,,,,,,,,,,,,,,,,,,,
12661831,1973,0,,,,,,,,,,,,,,,,,,,
12662078,1973,0,,,,,,,,,,,,,,,,,,,
12662219,1973,0,,,,,,,,,,,,,,,,,,,
12669693,1973,0,,,,,,,,,,,,,,,,,,,
12669990,1973,0,,,,,,,,,,,,,,,,,,,
12670352,1973,0,,,,,,,,,,,,,,,,,,,
12671111,1973,0,,,,,,,,,,,,,,,,,,,
12671228,1973,0,,,,,,,,,,,,,,,,,,,
12671616,1973,0,,,,,,,,,,,,,,,,,,,
12672309,1973,0,,,,,,,,,,,,,,,,,,,
12674297,1973,0,,,,,,,,,,,,,,,,,,,
12674529,1973,0,,,,,,,,,,,,,,,,,,,
12674925,1973,0,,,,,,,,,,,,,,,,,,,
12675427,1973,0,,,,,,,,,,,,,,,,,,,
12675468,1973,0,,,,,,,,,,,,,,,,,,,
12675518,1973,0,,,,,,,,,,,,,,,,,,,
12676904,1973,0,,,,,,,,,,,,,,,,,,,
12677431,1973,0,,,,,,,,,,,,,,,,,,,
12677530,1973,0,,,,,,,,,,,,,,,,,,,
12679122,1973,0,,,,,,,,,,,,,,,,,,,
12679163,1973,0,,,,,,,,,,,,,,,,,,,
13912134,1973,0,,,,,,,,,,,,,,,,,,,
13927835,1973,0,,,,,,,,,,,,,,,,,,,
13932660,1973,0,,,,,,,,,,,,,,,,,,,
13978929,1973,0,,,,,,,,,,,,,,,,,,,
14145999,1973,0,,,,,,,,,,,,,,,,,,,
14319347,1973,0,,,,,,,,,,,,,,,,,,,
15097272,1973,0,,,,,,,,,,,,,,,,,,,
15673239,1973,0,,,,,,,,,,,,,,,,,,,
15673262,1973,0,,,,,,,,,,,,,,,,,,,
15680648,1973,0,,,,,,,,,,,,,,,,,,,
15690340,1973,0,,,,,,,,,,,,,,,,,,,
15704422,1973,0,,,,,,,,,,,,,,,,,,,
15899107,1973,0,,,,,,,,,,,,,,,,,,,
16229619,1973,0,,,,,,,,,,,,,,,,,,,
16315715,1973,0,,,,,,,,,,,,,,,,,,,
16315814,1973,0,,,,,,,,,,,,,,,,,,,
16315848,1973,0,,,,,,,,,,,,,,,,,,,
17375833,1973,0,,,,,,,,,,,,,,,,,,,
11741592,1974,5,,,,,,,,,,,,,,,,,,,
12316287,1974,5,,,,,,,,,,,,,,,,,,,
14165740,1974,5,,,,,,,,,,,,,,,,,,,
15406812,1974,4,,,,,,,,,,,,,,,,,,,
12592200,1974,3,,,,,,,,,,,,,,,,,,,
12615381,1974,3,,,,,,,,,,,,,,,,,,,
12652996,1974,3,,,,,,,,,,,,,,,,,,,
14639504,1974,3,,,,,,,,,,,,,,,,,,,
15172711,1974,3,,,,,,,,,,,,,,,,,,,
11737418,1974,2,,,,,,,,,,,,,,,,,,,
12526174,1974,2,,,,,,,,,,,,,,,,,,,
12562872,1974,2,,,,,,,,,,,,,,,,,,,
12563896,1974,2,,,,,,,,,,,,,,,,,,,
12596227,1974,2,,,,,,,,,,,,,,,,,,,
12661070,1974,2,,,,,,,,,,,,,,,,,,,
12679668,1974,2,,,,,,,,,,,,,,,,,,,
13892096,1974,2,,,,,,,,,,,,,,,,,,,
14478614,1974,2,,,,,,,,,,,,,,,,,,,
11741154,1974,1,,,,,,,,,,,,,,,,,,,
11741386,1974,1,,,,,,,,,,,,,,,,,,,
12119764,1974,1,,,,,,,,,,,,,,,,,,,
12295242,1974,1,,,,,,,,,,,,,,,,,,,
12561320,1974,1,,,,,,,,,,,,,,,,,,,
12574224,1974,1,,,,,,,,,,,,,,,,,,,
12575445,1974,1,,,,,,,,,,,,,,,,,,,
12590444,1974,1,,,,,,,,,,,,,,,,,,,
12592333,1974,1,,,,,,,,,,,,,,,,,,,
12593489,1974,1,,,,,,,,,,,,,,,,,,,
12595377,1974,1,,,,,,,,,,,,,,,,,,,
12596110,1974,1,,,,,,,,,,,,,,,,,,,
12606935,1974,1,,,,,,,,,,,,,,,,,,,
12607495,1974,1,,,,,,,,,,,,,,,,,,,
12618070,1974,1,,,,,,,,,,,,,,,,,,,
12626040,1974,1,,,,,,,,,,,,,,,,,,,
12643193,1974,1,,,,,,,,,,,,,,,,,,,
12651139,1974,1,,,,,,,,,,,,,,,,,,,
12651162,1974,1,,,,,,,,,,,,,,,,,,,
12660445,1974,1,,,,,,,,,,,,,,,,,,,
12661476,1974,1,,,,,,,,,,,,,,,,,,,
12679403,1974,1,,,,,,,,,,,,,,,,,,,
15163595,1974,1,,,,,,,,,,,,,,,,,,,
15163603,1974,1,,,,,,,,,,,,,,,,,,,
15163736,1974,1,,,,,,,,,,,,,,,,,,,
15172844,1974,1,,,,,,,,,,,,,,,,,,,
15267164,1974,1,,,,,,,,,,,,,,,,,,,
15267354,1974,1,,,,,,,,,,,,,,,,,,,
15673692,1974,1,,,,,,,,,,,,,,,,,,,
15700800,1974,1,,,,,,,,,,,,,,,,,,,
16315616,1974,1,,,,,,,,,,,,,,,,,,,
11741378,1974,0,,,,,,,,,,,,,,,,,,,
11745312,1974,0,,,,,,,,,,,,,,,,,,,
12107561,1974,0,,,,,,,,,,,,,,,,,,,
12109971,1974,0,,,,,,,,,,,,,,,,,,,
12111431,1974,0,,,,,,,,,,,,,,,,,,,
12118345,1974,0,,,,,,,,,,,,,,,,,,,
12119863,1974,0,,,,,,,,,,,,,,,,,,,
12120515,1974,0,,,,,,,,,,,,,,,,,,,
12133088,1974,0,,,,,,,,,,,,,,,,,,,
12148847,1974,0,,,,,,,,,,,,,,,,,,,
12334785,1974,0,,,,,,,,,,,,,,,,,,,
12355772,1974,0,,,,,,,,,,,,,,,,,,,
12514956,1974,0,,,,,,,,,,,,,,,,,,,
12525994,1974,0,,,,,,,,,,,,,,,,,,,
12526224,1974,0,,,,,,,,,,,,,,,,,,,
12526232,1974,0,,,,,,,,,,,,,,,,,,,
12526265,1974,0,,,,,,,,,,,,,,,,,,,
12556205,1974,0,,,,,,,,,,,,,,,,,,,
12556544,1974,0,,,,,,,,,,,,,,,,,,,
12556957,1974,0,,,,,,,,,,,,,,,,,,,
12564159,1974,0,,,,,,,,,,,,,,,,,,,
12565206,1974,0,,,,,,,,,,,,,,,,,,,
12565768,1974,0,,,,,,,,,,,,,,,,,,,
12565800,1974,0,,,,,,,,,,,,,,,,,,,
12574943,1974,0,,,,,,,,,,,,,,,,,,,
12585428,1974,0,,,,,,,,,,,,,,,,,,,
12589842,1974,0,,,,,,,,,,,,,,,,,,,
12591228,1974,0,,,,,,,,,,,,,,,,,,,
12591277,1974,0,,,,,,,,,,,,,,,,,,,
12591384,1974,0,,,,,,,,,,,,,,,,,,,
12591947,1974,0,,,,,,,,,,,,,,,,,,,
12592846,1974,0,,,,,,,,,,,,,,,,,,,
12595187,1974,0,,,,,,,,,,,,,,,,,,,
12595419,1974,0,,,,,,,,,,,,,,,,,,,
12600003,1974,0,,,,,,,,,,,,,,,,,,,
12603239,1974,0,,,,,,,,,,,,,,,,,,,
12603569,1974,0,,,,,,,,,,,,,,,,,,,
12603767,1974,0,,,,,,,,,,,,,,,,,,,
12603965,1974,0,,,,,,,,,,,,,,,,,,,
12605085,1974,0,,,,,,,,,,,,,,,,,,,
12605531,1974,0,,,,,,,,,,,,,,,,,,,
12606067,1974,0,,,,,,,,,,,,,,,,,,,
12606232,1974,0,,,,,,,,,,,,,,,,,,,
12607016,1974,0,,,,,,,,,,,,,,,,,,,
12607065,1974,0,,,,,,,,,,,,,,,,,,,
12615530,1974,0,,,,,,,,,,,,,,,,,,,
12617916,1974,0,,,,,,,,,,,,,,,,,,,
12619540,1974,0,,,,,,,,,,,,,,,,,,,
12619557,1974,0,,,,,,,,,,,,,,,,,,,
12619573,1974,0,,,,,,,,,,,,,,,,,,,
12619714,1974,0,,,,,,,,,,,,,,,,,,,
12623534,1974,0,,,,,,,,,,,,,,,,,,,
12623682,1974,0,,,,,,,,,,,,,,,,,,,
12625737,1974,0,,,,,,,,,,,,,,,,,,,
12626123,1974,0,,,,,,,,,,,,,,,,,,,
12637898,1974,0,,,,,,,,,,,,,,,,,,,
12638011,1974,0,,,,,,,,,,,,,,,,,,,
12638086,1974,0,,,,,,,,,,,,,,,,,,,
12638284,1974,0,,,,,,,,,,,,,,,,,,,
12638383,1974,0,,,,,,,,,,,,,,,,,,,
12638516,1974,0,,,,,,,,,,,,,,,,,,,
12638615,1974,0,,,,,,,,,,,,,,,,,,,
12639894,1974,0,,,,,,,,,,,,,,,,,,,
12640041,1974,0,,,,,,,,,,,,,,,,,,,
12640447,1974,0,,,,,,,,,,,,,,,,,,,
12643284,1974,0,,,,,,,,,,,,,,,,,,,
12650743,1974,0,,,,,,,,,,,,,,,,,,,
12653689,1974,0,,,,,,,,,,,,,,,,,,,
12655304,1974,0,,,,,,,,,,,,,,,,,,,
12655494,1974,0,,,,,,,,,,,,,,,,,,,
12655973,1974,0,,,,,,,,,,,,,,,,,,,
12659694,1974,0,,,,,,,,,,,,,,,,,,,
12659710,1974,0,,,,,,,,,,,,,,,,,,,
12659777,1974,0,,,,,,,,,,,,,,,,,,,
12660684,1974,0,,,,,,,,,,,,,,,,,,,
12660924,1974,0,,,,,,,,,,,,,,,,,,,
12661088,1974,0,,,,,,,,,,,,,,,,,,,
12661252,1974,0,,,,,,,,,,,,,,,,,,,
12661807,1974,0,,,,,,,,,,,,,,,,,,,
12661948,1974,0,,,,,,,,,,,,,,,,,,,
12661955,1974,0,,,,,,,,,,,,,,,,,,,
12662227,1974,0,,,,,,,,,,,,,,,,,,,
12671152,1974,0,,,,,,,,,,,,,,,,,,,
12671350,1974,0,,,,,,,,,,,,,,,,,,,
12671418,1974,0,,,,,,,,,,,,,,,,,,,
12671996,1974,0,,,,,,,,,,,,,,,,,,,
12672317,1974,0,,,,,,,,,,,,,,,,,,,
12673869,1974,0,,,,,,,,,,,,,,,,,,,
12673885,1974,0,,,,,,,,,,,,,,,,,,,
12675831,1974,0,,,,,,,,,,,,,,,,,,,
12676094,1974,0,,,,,,,,,,,,,,,,,,,
12676250,1974,0,,,,,,,,,,,,,,,,,,,
12676607,1974,0,,,,,,,,,,,,,,,,,,,
12676631,1974,0,,,,,,,,,,,,,,,,,,,
12677464,1974,0,,,,,,,,,,,,,,,,,,,
12677936,1974,0,,,,,,,,,,,,,,,,,,,
12678348,1974,0,,,,,,,,,,,,,,,,,,,
12679346,1974,0,,,,,,,,,,,,,,,,,,,
12680773,1974,0,,,,,,,,,,,,,,,,,,,
12681029,1974,0,,,,,,,,,,,,,,,,,,,
12681227,1974,0,,,,,,,,,,,,,,,,,,,
12681433,1974,0,,,,,,,,,,,,,,,,,,,
12681672,1974,0,,,,,,,,,,,,,,,,,,,
13047766,1974,0,,,,,,,,,,,,,,,,,,,
14054761,1974,0,,,,,,,,,,,,,,,,,,,
14145197,1974,0,,,,,,,,,,,,,,,,,,,
14145205,1974,0,,,,,,,,,,,,,,,,,,,
14182919,1974,0,,,,,,,,,,,,,,,,,,,
14182927,1974,0,,,,,,,,,,,,,,,,,,,
14988661,1974,0,,,,,,,,,,,,,,,,,,,
14989552,1974,0,,,,,,,,,,,,,,,,,,,
15670110,1974,0,,,,,,,,,,,,,,,,,,,
15673346,1974,0,,,,,,,,,,,,,,,,,,,
15677891,1974,0,,,,,,,,,,,,,,,,,,,
15679699,1974,0,,,,,,,,,,,,,,,,,,,
15686330,1974,0,,,,,,,,,,,,,,,,,,,
15688260,1974,0,,,,,,,,,,,,,,,,,,,
15689607,1974,0,,,,,,,,,,,,,,,,,,,
15689623,1974,0,,,,,,,,,,,,,,,,,,,
15689730,1974,0,,,,,,,,,,,,,,,,,,,
15689854,1974,0,,,,,,,,,,,,,,,,,,,
15690100,1974,0,,,,,,,,,,,,,,,,,,,
15701311,1974,0,,,,,,,,,,,,,,,,,,,
15021710,1974,21,,,,,,,,,,,,,,,,,,,
12109914,1975,18,,,,,,,,,,,,,,,,,,,
12773362,1975,12,,,,,,,,,,,,,,,,,,,
16912362,1975,6,,,,,,,,,,,,,,,,,,,
12575791,1975,4,,,,,,,,,,,,,,,,,,,
12553400,1975,3,,,,,,,,,,,,,,,,,,,
12574042,1975,3,,,,,,,,,,,,,,,,,,,
12660999,1975,3,,,,,,,,,,,,,,,,,,,
13820543,1975,3,,,,,,,,,,,,,,,,,,,
14087167,1975,3,,,,,,,,,,,,,,,,,,,
11743929,1975,2,,,,,,,,,,,,,,,,,,,
12565297,1975,2,,,,,,,,,,,,,,,,,,,
12566196,1975,2,,,,,,,,,,,,,,,,,,,
12574315,1975,2,,,,,,,,,,,,,,,,,,,
12575437,1975,2,,,,,,,,,,,,,,,,,,,
12605523,1975,2,,,,,,,,,,,,,,,,,,,
12612099,1975,2,,,,,,,,,,,,,,,,,,,
12638193,1975,2,,,,,,,,,,,,,,,,,,,
12639944,1975,2,,,,,,,,,,,,,,,,,,,
12660890,1975,2,,,,,,,,,,,,,,,,,,,
14537328,1975,2,,,,,,,,,,,,,,,,,,,
15172851,1975,2,,,,,,,,,,,,,,,,,,,
16497901,1975,2,,,,,,,,,,,,,,,,,,,
17334376,1975,2,,,,,,,,,,,,,,,,,,,
11737574,1975,1,,,,,,,,,,,,,,,,,,,
11741139,1975,1,,,,,,,,,,,,,,,,,,,
11741311,1975,1,,,,,,,,,,,,,,,,,,,
11743788,1975,1,,,,,,,,,,,,,,,,,,,
11794229,1975,1,,,,,,,,,,,,,,,,,,,
12107587,1975,1,,,,,,,,,,,,,,,,,,,
12118501,1975,1,,,,,,,,,,,,,,,,,,,
12118592,1975,1,,,,,,,,,,,,,,,,,,,
12119483,1975,1,,,,,,,,,,,,,,,,,,,
12129920,1975,1,,,,,,,,,,,,,,,,,,,
12337606,1975,1,,,,,,,,,,,,,,,,,,,
12526109,1975,1,,,,,,,,,,,,,,,,,,,
12526364,1975,1,,,,,,,,,,,,,,,,,,,
12562591,1975,1,,,,,,,,,,,,,,,,,,,
12563938,1975,1,,,,,,,,,,,,,,,,,,,
12564183,1975,1,,,,,,,,,,,,,,,,,,,
12564936,1975,1,,,,,,,,,,,,,,,,,,,
12565701,1975,1,,,,,,,,,,,,,,,,,,,
12573978,1975,1,,,,,,,,,,,,,,,,,,,
12575460,1975,1,,,,,,,,,,,,,,,,,,,
12575544,1975,1,,,,,,,,,,,,,,,,,,,
12590212,1975,1,,,,,,,,,,,,,,,,,,,
12593539,1975,1,,,,,,,,,,,,,,,,,,,
12595500,1975,1,,,,,,,,,,,,,,,,,,,
12595732,1975,1,,,,,,,,,,,,,,,,,,,
12595849,1975,1,,,,,,,,,,,,,,,,,,,
12596128,1975,1,,,,,,,,,,,,,,,,,,,
12596193,1975,1,,,,,,,,,,,,,,,,,,,
12604443,1975,1,,,,,,,,,,,,,,,,,,,
12604625,1975,1,,,,,,,,,,,,,,,,,,,
12612123,1975,1,,,,,,,,,,,,,,,,,,,
12612297,1975,1,,,,,,,,,,,,,,,,,,,
12640264,1975,1,,,,,,,,,,,,,,,,,,,
12660833,1975,1,,,,,,,,,,,,,,,,,,,
12661054,1975,1,,,,,,,,,,,,,,,,,,,
12671731,1975,1,,,,,,,,,,,,,,,,,,,
12676417,1975,1,,,,,,,,,,,,,,,,,,,
12676862,1975,1,,,,,,,,,,,,,,,,,,,
12792800,1975,1,,,,,,,,,,,,,,,,,,,
15685456,1975,1,,,,,,,,,,,,,,,,,,,
11741089,1975,0,,,,,,,,,,,,,,,,,,,
11741675,1975,0,,,,,,,,,,,,,,,,,,,
11744984,1975,0,,,,,,,,,,,,,,,,,,,
11745130,1975,0,,,,,,,,,,,,,,,,,,,
11747235,1975,0,,,,,,,,,,,,,,,,,,,
11747995,1975,0,,,,,,,,,,,,,,,,,,,
12020756,1975,0,,,,,,,,,,,,,,,,,,,
12110326,1975,0,,,,,,,,,,,,,,,,,,,
12110698,1975,0,,,,,,,,,,,,,,,,,,,
12110870,1975,0,,,,,,,,,,,,,,,,,,,
12111217,1975,0,,,,,,,,,,,,,,,,,,,
12119228,1975,0,,,,,,,,,,,,,,,,,,,
12119988,1975,0,,,,,,,,,,,,,,,,,,,
12120069,1975,0,,,,,,,,,,,,,,,,,,,
12120168,1975,0,,,,,,,,,,,,,,,,,,,
12151411,1975,0,,,,,,,,,,,,,,,,,,,
12151494,1975,0,,,,,,,,,,,,,,,,,,,
12295606,1975,0,,,,,,,,,,,,,,,,,,,
12295721,1975,0,,,,,,,,,,,,,,,,,,,
12352092,1975,0,,,,,,,,,,,,,,,,,,,
12355608,1975,0,,,,,,,,,,,,,,,,,,,
12515045,1975,0,,,,,,,,,,,,,,,,,,,
12526059,1975,0,,,,,,,,,,,,,,,,,,,
12541439,1975,0,,,,,,,,,,,,,,,,,,,
12549655,1975,0,,,,,,,,,,,,,,,,,,,
12549804,1975,0,,,,,,,,,,,,,,,,,,,
12553558,1975,0,,,,,,,,,,,,,,,,,,,
12554077,1975,0,,,,,,,,,,,,,,,,,,,
12554501,1975,0,,,,,,,,,,,,,,,,,,,
12556254,1975,0,,,,,,,,,,,,,,,,,,,
12556262,1975,0,,,,,,,,,,,,,,,,,,,
12556478,1975,0,,,,,,,,,,,,,,,,,,,
12561098,1975,0,,,,,,,,,,,,,,,,,,,
12562849,1975,0,,,,,,,,,,,,,,,,,,,
12564209,1975,0,,,,,,,,,,,,,,,,,,,
12564829,1975,0,,,,,,,,,,,,,,,,,,,
12564860,1975,0,,,,,,,,,,,,,,,,,,,
12565149,1975,0,,,,,,,,,,,,,,,,,,,
12565420,1975,0,,,,,,,,,,,,,,,,,,,
12575171,1975,0,,,,,,,,,,,,,,,,,,,
12575379,1975,0,,,,,,,,,,,,,,,,,,,
12575411,1975,0,,,,,,,,,,,,,,,,,,,
12590089,1975,0,,,,,,,,,,,,,,,,,,,
12590238,1975,0,,,,,,,,,,,,,,,,,,,
12590477,1975,0,,,,,,,,,,,,,,,,,,,
12591897,1975,0,,,,,,,,,,,,,,,,,,,
12592051,1975,0,,,,,,,,,,,,,,,,,,,
12592978,1975,0,,,,,,,,,,,,,,,,,,,
12593265,1975,0,,,,,,,,,,,,,,,,,,,
12595336,1975,0,,,,,,,,,,,,,,,,,,,
12603783,1975,0,,,,,,,,,,,,,,,,,,,
12603981,1975,0,,,,,,,,,,,,,,,,,,,
12604708,1975,0,,,,,,,,,,,,,,,,,,,
12605002,1975,0,,,,,,,,,,,,,,,,,,,
12605176,1975,0,,,,,,,,,,,,,,,,,,,
12606034,1975,0,,,,,,,,,,,,,,,,,,,
12606448,1975,0,,,,,,,,,,,,,,,,,,,
12606737,1975,0,,,,,,,,,,,,,,,,,,,
12607396,1975,0,,,,,,,,,,,,,,,,,,,
12612024,1975,0,,,,,,,,,,,,,,,,,,,
12619797,1975,0,,,,,,,,,,,,,,,,,,,
12623393,1975,0,,,,,,,,,,,,,,,,,,,
12623492,1975,0,,,,,,,,,,,,,,,,,,,
12623518,1975,0,,,,,,,,,,,,,,,,,,,
12623591,1975,0,,,,,,,,,,,,,,,,,,,
12626099,1975,0,,,,,,,,,,,,,,,,,,,
12637658,1975,0,,,,,,,,,,,,,,,,,,,
12637948,1975,0,,,,,,,,,,,,,,,,,,,
12638037,1975,0,,,,,,,,,,,,,,,,,,,
12639282,1975,0,,,,,,,,,,,,,,,,,,,
12640199,1975,0,,,,,,,,,,,,,,,,,,,
12640249,1975,0,,,,,,,,,,,,,,,,,,,
12643383,1975,0,,,,,,,,,,,,,,,,,,,
12651592,1975,0,,,,,,,,,,,,,,,,,,,
12651758,1975,0,,,,,,,,,,,,,,,,,,,
12652095,1975,0,,,,,,,,,,,,,,,,,,,
12652483,1975,0,,,,,,,,,,,,,,,,,,,
12652657,1975,0,,,,,,,,,,,,,,,,,,,
12653705,1975,0,,,,,,,,,,,,,,,,,,,
12653929,1975,0,,,,,,,,,,,,,,,,,,,
12655114,1975,0,,,,,,,,,,,,,,,,,,,
12656435,1975,0,,,,,,,,,,,,,,,,,,,
12658712,1975,0,,,,,,,,,,,,,,,,,,,
12658746,1975,0,,,,,,,,,,,,,,,,,,,
12660593,1975,0,,,,,,,,,,,,,,,,,,,
12660841,1975,0,,,,,,,,,,,,,,,,,,,
12669636,1975,0,,,,,,,,,,,,,,,,,,,
12670493,1975,0,,,,,,,,,,,,,,,,,,,
12670915,1975,0,,,,,,,,,,,,,,,,,,,
12671426,1975,0,,,,,,,,,,,,,,,,,,,
12671939,1975,0,,,,,,,,,,,,,,,,,,,
12673968,1975,0,,,,,,,,,,,,,,,,,,,
12674776,1975,0,,,,,,,,,,,,,,,,,,,
12675385,1975,0,,,,,,,,,,,,,,,,,,,
12675641,1975,0,,,,,,,,,,,,,,,,,,,
12676466,1975,0,,,,,,,,,,,,,,,,,,,
12677589,1975,0,,,,,,,,,,,,,,,,,,,
12677928,1975,0,,,,,,,,,,,,,,,,,,,
12678132,1975,0,,,,,,,,,,,,,,,,,,,
12678280,1975,0,,,,,,,,,,,,,,,,,,,
12681060,1975,0,,,,,,,,,,,,,,,,,,,
12681235,1975,0,,,,,,,,,,,,,,,,,,,
12681318,1975,0,,,,,,,,,,,,,,,,,,,
12681474,1975,0,,,,,,,,,,,,,,,,,,,
12681730,1975,0,,,,,,,,,,,,,,,,,,,
12681813,1975,0,,,,,,,,,,,,,,,,,,,
13895727,1975,0,,,,,,,,,,,,,,,,,,,
13979000,1975,0,,,,,,,,,,,,,,,,,,,
13990395,1975,0,,,,,,,,,,,,,,,,,,,
14145171,1975,0,,,,,,,,,,,,,,,,,,,
14478515,1975,0,,,,,,,,,,,,,,,,,,,
14478523,1975,0,,,,,,,,,,,,,,,,,,,
14478549,1975,0,,,,,,,,,,,,,,,,,,,
14544126,1975,0,,,,,,,,,,,,,,,,,,,
14840532,1975,0,,,,,,,,,,,,,,,,,,,
14841399,1975,0,,,,,,,,,,,,,,,,,,,
14841407,1975,0,,,,,,,,,,,,,,,,,,,
15221120,1975,0,,,,,,,,,,,,,,,,,,,
15260805,1975,0,,,,,,,,,,,,,,,,,,,
15670078,1975,0,,,,,,,,,,,,,,,,,,,
15672363,1975,0,,,,,,,,,,,,,,,,,,,
15673569,1975,0,,,,,,,,,,,,,,,,,,,
